"Key","Title","Description","Municipality","DetailRegionCode"
"BU00340214","Literatuurwijk",,"GM0034","BU00340214"
"BU00340215","Noorderplassen",,"GM0034","BU00340215"
"BU00340271","Randstad",,"GM0034","BU00340271"
"BU00340272","Markerkant",,"GM0034","BU00340272"
"BU00340273","Hollandsekant",,"GM0034","BU00340273"
"BU00340274","Gooisekant",,"GM0034","BU00340274"
"BU00340275","Veluwsekant",,"GM0034","BU00340275"
"BU00340276","Sallandsekant",,"GM0034","BU00340276"
"BU00340299","Overig Almere Stad",,"GM0034","BU00340299"
"WK003403  ","Wijk 03 Almere Buiten",,"GM0034","WK003403"
"BU00340301","Centrum Almere Buiten",,"GM0034","BU00340301"
"BU00340302","Oostvaardersbuurt",,"GM0034","BU00340302"
"BU00340303","Seizoenenbuurt",,"GM0034","BU00340303"
"BU00340304","Molenbuurt",,"GM0034","BU00340304"
"BU00340305","Bouwmeesterbuurt",,"GM0034","BU00340305"
"BU00340306","Landgoederenbuurt",,"GM0034","BU00340306"
"BU00340307","Faunabuurt",,"GM0034","BU00340307"
"BU00340308","Bloemenbuurt",,"GM0034","BU00340308"
"BU00340309","Regenboogbuurt",,"GM0034","BU00340309"
"BU00340310","Indischebuurt",,"GM0034","BU00340310"
"BU00340311","Eilandenbuurt",,"GM0034","BU00340311"
"BU00340312","Stripheldenbuurt",,"GM0034","BU00340312"
"BU00340313","Sieradenbuurt",,"GM0034","BU00340313"
"BU00340371","Poldervlak",,"GM0034","BU00340371"
"BU00340372","De Vaart",,"GM0034","BU00340372"
"BU00340373","Buitenvaart",,"GM0034","BU00340373"
"BU00340399","Overig Almere Buiten",,"GM0034","BU00340399"
"WK003404  ","Wijk 04 Almere Poort",,"GM0034","WK003404"
"BU00340401","Europakwartier",,"GM0034","BU00340401"
"BU00340402","Columbuskwartier",,"GM0034","BU00340402"
"BU00340403","Homeruskwartier",,"GM0034","BU00340403"
"BU00340404","Olympiakwartier",,"GM0034","BU00340404"
"BU00340405","Duin",,"GM0034","BU00340405"
"BU00340471","Hogekant",,"GM0034","BU00340471"
"BU00340472","Middenkant",,"GM0034","BU00340472"
"BU00340473","Lagekant",,"GM0034","BU00340473"
"BU00340499","Overig Almere Poort",,"GM0034","BU00340499"
"WK003405  ","Wijk 05 Almere Hout",,"GM0034","WK003405"
"BU00340502","Vogelhorst",,"GM0034","BU00340502"
"BU00340503","Nobelhorst",,"GM0034","BU00340503"
"BU00340571","Twentsekant",,"GM0034","BU00340571"
"BU00340599","Overig Almere Hout",,"GM0034","BU00340599"
"WK003406  ","Wijk 06 Almere Pampus",,"GM0034","WK003406"
"BU00340699","Overig Almere Pampus",,"GM0034","BU00340699"
"GM0484    ","Alphen aan den Rijn",,"GM0484","GM0484"
"WK048401  ","Oudshoorn",,"GM0484","WK048401"
"BU04840101","Gnephoek",,"GM0484","BU04840101"
"BU04840102","Woubrugseweg",,"GM0484","BU04840102"
"BU04840103","Heuvelweg",,"GM0484","BU04840103"
"BU04840104","Weteringpark",,"GM0484","BU04840104"
"BU04840105","Ambachtenbuurt-West",,"GM0484","BU04840105"
"BU04840106","Ambachtenbuurt-Oost",,"GM0484","BU04840106"
"BU04840107","Bedrijventerrein Heimanswetering",,"GM0484","BU04840107"
"BU04840108","Stromenbuurt",,"GM0484","BU04840108"
"BU04840109","Nuovaweg",,"GM0484","BU04840109"
"BU04840110","Groenoord",,"GM0484","BU04840110"
"BU04840111","De Heul",,"GM0484","BU04840111"
"WK048402  ","Ridderveld",,"GM0484","WK048402"
"BU04840201","Ridderbuurt",,"GM0484","BU04840201"
"BU04840202","Herenweg",,"GM0484","BU04840202"
"BU04840203","Horstenbuurt-Noord",,"GM0484","BU04840203"
"BU04840204","Horstenbuurt-Zuid",,"GM0484","BU04840204"
"BU04840205","Burgtenbuurt",,"GM0484","BU04840205"
"BU04840206","Preludeweg",,"GM0484","BU04840206"
"BU04840207","Componistenbuurt-Noord",,"GM0484","BU04840207"
"BU04840208","Componistenbuurt-Zuid",,"GM0484","BU04840208"
"BU04840209","Rijnoord",,"GM0484","BU04840209"
"BU04840210","Planetenbuurt-Noord",,"GM0484","BU04840210"
"BU04840211","Planetenbuurt-Zuid",,"GM0484","BU04840211"
"WK048403  ","Zegersloot",,"GM0484","WK048403"
"BU04840301","Steinenbuurt",,"GM0484","BU04840301"
"BU04840302","Paddestoelenbuurt",,"GM0484","BU04840302"
"BU04840303","Ericapark",,"GM0484","BU04840303"
"BU04840304","Weidebloemenbuurt-Noord",,"GM0484","BU04840304"
"BU04840305","Weidebloemenbuurt-Zuid",,"GM0484","BU04840305"
"BU04840306","Edelstenenbuurt",,"GM0484","BU04840306"
"BU04840307","Kromme Aar",,"GM0484","BU04840307"
"WK048404  ","Hoorn",,"GM0484","WK048404"
"BU04840401","Bedrijventerrein Rijnhaven-West",,"GM0484","BU04840401"
"BU04840402","Bedrijventerrein Rijnhaven-Oost",,"GM0484","BU04840402"
"BU04840403","Zeeheldenbuurt",,"GM0484","BU04840403"
"BU04840404","Bomenbuurt",,"GM0484","BU04840404"
"BU04840405","Bospark",,"GM0484","BU04840405"
"WK048405  ","Hoge Zijde",,"GM0484","WK048405"
"BU04840501","Emmalaan",,"GM0484","BU04840501"
"BU04840502","Burgemeester Visserpark",,"GM0484","BU04840502"
"BU04840503","Paradijslaan",,"GM0484","BU04840503"
"BU04840504","Hazeveld",,"GM0484","BU04840504"
"BU04840505","Gouwsluis",,"GM0484","BU04840505"
"BU04840506","Bedrijventerrein De Schans I",,"GM0484","BU04840506"
"WK048406  ","Lage Zijde",,"GM0484","WK048406"
"BU04840601","Nieuwe Sloot",,"GM0484","BU04840601"
"BU04840602","Lijsterlaan",,"GM0484","BU04840602"
"BU04840603","Van Boetzelaerstraat",,"GM0484","BU04840603"
"BU04840604","Beerendrecht",,"GM0484","BU04840604"
"BU04840605","De Bijlen",,"GM0484","BU04840605"
"WK048407  ","Steekterpolder",,"GM0484","WK048407"
"BU04840701","Steekterbuurt",,"GM0484","BU04840701"
"BU04840702","Hoogendoornlaan",,"GM0484","BU04840702"
"WK048408  ","Kerk en Zanen",,"GM0484","WK048408"
"BU04840801","Bedrijventerrein Molenwetering",,"GM0484","BU04840801"
"BU04840802","Europaplein",,"GM0484","BU04840802"
"BU04840803","Evenaar-West",,"GM0484","BU04840803"
"BU04840804","De Oude Wereld-West",,"GM0484","BU04840804"
"BU04840805","De Oude Wereld-Oost",,"GM0484","BU04840805"
"BU04840806","Evenaar-Oost",,"GM0484","BU04840806"
"BU04840807","Zefierzijde",,"GM0484","BU04840807"
"BU04840808","Vroonhoevebuurt",,"GM0484","BU04840808"
"BU04840809","Archeon",,"GM0484","BU04840809"
"BU04840810","Polderpeil-West",,"GM0484","BU04840810"
"BU04840811","Polderpeil-Oost",,"GM0484","BU04840811"
"BU04840812","Bedrijventerrein De Schans II",,"GM0484","BU04840812"
"BU04840813","Wagenburg",,"GM0484","BU04840813"
"WK048409  ","Rietveld",,"GM0484","WK048409"
"BU04840901","Rietveldsepad",,"GM0484","BU04840901"
"WK048431  ","Benthuizen",,"GM0484","WK048431"
"BU04843101","Noordpolder",,"GM0484","BU04843101"
"BU04843102","Benthuizen Dorp-West",,"GM0484","BU04843102"
"BU04843103","Benthuizen Dorp-Oost",,"GM0484","BU04843103"
"BU04843104","Bentwoud",,"GM0484","BU04843104"
"WK048445  ","Aarlanderveen",,"GM0484","WK048445"
"BU04844501","Noordeinde",,"GM0484","BU04844501"
"BU04844502","Hoge Dijk",,"GM0484","BU04844502"
"BU04844503","Aarlanderveen Dorp",,"GM0484","BU04844503"
"BU04844504","Zuideinde",,"GM0484","BU04844504"
"WK048470  ","Boskoop",,"GM0484","WK048470"
"BU04847001","Nesse",,"GM0484","BU04847001"
"BU04847002","Rijneveld-Noord",,"GM0484","BU04847002"
"BU04847003","Rijneveld-Zuid",,"GM0484","BU04847003"
"BU04847004","Laag Boskoop",,"GM0484","BU04847004"
"BU04847005","Draaistok",,"GM0484","BU04847005"
"BU04847006","Biezen-West",,"GM0484","BU04847006"
"BU04847007","Biezen-Oost",,"GM0484","BU04847007"
"BU04847008","Zonnedauw",,"GM0484","BU04847008"
"BU04847009","Snijdelwijk",,"GM0484","BU04847009"
"BU04847010","Vogelbuurt",,"GM0484","BU04847010"
"BU04847011","Voorofschebuurt",,"GM0484","BU04847011"
"BU04847012","Appelbuurt",,"GM0484","BU04847012"
"BU04847013","Botanicusbuurt",,"GM0484","BU04847013"
"BU04847014","Zuidwijk",,"GM0484","BU04847014"
"BU04847015","Spoelwijk",,"GM0484","BU04847015"
"WK048471  ","Zwammerdam",,"GM0484","WK048471"
"BU04847101","Zwammerdam Dorp",,"GM0484","BU04847101"
"BU04847102","Hooge Burch",,"GM0484","BU04847102"
"BU04847103","De Burcht",,"GM0484","BU04847103"
"WK048491  ","Hazerswoude-Dorp",,"GM0484","WK048491"
"BU04849101","Buitengebied Hazerswoude-Dorp",,"GM0484","BU04849101"
"BU04849102","Rietveldse polder",,"GM0484","BU04849102"
"BU04849103","Hazerswoude-Dorp-West",,"GM0484","BU04849103"
"BU04849104","Hazerswoude-Dorp-Oost",,"GM0484","BU04849104"
"BU04849105","Voorweg",,"GM0484","BU04849105"
"WK048494  ","Hazerswoude-Rijndijk",,"GM0484","WK048494"
"BU04849401","Rijndijk",,"GM0484","BU04849401"
"BU04849402","Rhynenburch",,"GM0484","BU04849402"
"BU04849403","Zonneveld",,"GM0484","BU04849403"
"BU04849404","Buitengebied Hazerswoude-Rijndijk",,"GM0484","BU04849404"
"WK048496  ","Koudekerk aan den Rijn",,"GM0484","WK048496"
"BU04849601","Buitengebied Koudekerk aan den Rijn",,"GM0484","BU04849601"
"BU04849602","Koudekerk aan den Rijn-Noord",,"GM0484","BU04849602"
"BU04849603","Koudekerk aan den Rijn-Zuid",,"GM0484","BU04849603"
"BU04849604","Bedrijventerrein Hoogewaard",,"GM0484","BU04849604"
"GM1723    ","Alphen-Chaam",,"GM1723","GM1723"
"WK172300  ","Wijk 00 Alphen",,"GM1723","WK172300"
"BU17230000","Alphen",,"GM1723","BU17230000"
"BU17230001","Villawijk 't Zand",,"GM1723","BU17230001"
"BU17230009","Buitengebied Alphen",,"GM1723","BU17230009"
"WK172301  ","Wijk 01 Chaam",,"GM1723","WK172301"
"BU17230100","Chaam",,"GM1723","BU17230100"
"BU17230108","Verspreide huizen in het Noordoosten",,"GM1723","BU17230108"
"BU17230109","Verspreide huizen in het Zuidwesten",,"GM1723","BU17230109"
"WK172302  ","Wijk 02 Galder",,"GM1723","WK172302"
"BU17230200","Galder",,"GM1723","BU17230200"
"BU17230208","Verspreide huizen Galder",,"GM1723","BU17230208"
"BU17230209","Verspreide huizen Strijbeek",,"GM1723","BU17230209"
"WK172308  ","Wijk 08 Verspreide huizen",,"GM1723","WK172308"
"BU17230809","Verspreide huizen Ulvenhout",,"GM1723","BU17230809"
"WK172309  ","Wijk 09 Verspreide huizen",,"GM1723","WK172309"
"BU17230909","Verspreide huizen Bavel",,"GM1723","BU17230909"
"GM0060    ","Ameland",,"GM0060","GM0060"
"WK006000  ","Wijk 00",,"GM0060","WK006000"
"BU00600000","Nes",,"GM0060","BU00600000"
"BU00600001","Buren",,"GM0060","BU00600001"
"BU00600002","Ballum",,"GM0060","BU00600002"
"BU00600003","Hollum",,"GM0060","BU00600003"
"BU00600007","Verspreide huizen Ballum",,"GM0060","BU00600007"
"BU00600008","Verspreide huizen Nes",,"GM0060","BU00600008"
"BU00600009","Verspreide huizen Hollum",,"GM0060","BU00600009"
"GM0307    ","Amersfoort",,"GM0307","GM0307"
"WK030701  ","Wijk 01 Stadskern",,"GM0307","WK030701"
"BU03070100","Hof",,"GM0307","BU03070100"
"BU03070101","Nieuwstraat",,"GM0307","BU03070101"
"BU03070102","Mooierstraat",,"GM0307","BU03070102"
"BU03070103","Lieve Vrouwekerkhof",,"GM0307","BU03070103"
"BU03070104","Coninckstraat",,"GM0307","BU03070104"
"BU03070105","Beestenmarkt",,"GM0307","BU03070105"
"BU03070106","Gote Haag",,"GM0307","BU03070106"
"BU03070107","Stadhuisplein",,"GM0307","BU03070107"
"BU03070108","Schimmelpenninckstraat",,"GM0307","BU03070108"
"WK030702  ","Wijk 02 Zonnehof",,"GM0307","WK030702"
"BU03070200","Smallepad",,"GM0307","BU03070200"
"BU03070202","Snouckaertlaan",,"GM0307","BU03070202"
"BU03070204","Zonnehof",,"GM0307","BU03070204"
"BU03070205","Weltevreden",,"GM0307","BU03070205"
"BU03070206","Bloemweg",,"GM0307","BU03070206"
"WK030703  ","Wijk 03 Soesterkwartier",,"GM0307","WK030703"
"BU03070300","Rivierenbuurt-Oost",,"GM0307","BU03070300"
"BU03070301","Rivierenbuurt-West",,"GM0307","BU03070301"
"BU03070302","G. van Stellingwerfstraat",,"GM0307","BU03070302"
"BU03070303","Bloemenbuurt-Oost",,"GM0307","BU03070303"
"BU03070304","Bloemenbuurt-West",,"GM0307","BU03070304"
"BU03070305","Bomenbuurt",,"GM0307","BU03070305"
"BU03070306","Puntenburg",,"GM0307","BU03070306"
"BU03070307","Piet Mondriaanlaan",,"GM0307","BU03070307"
"WK030704  ","Wijk 04 Isselt",,"GM0307","WK030704"
"BU03070401","Eemplein",,"GM0307","BU03070401"
"BU03070402","Geldersestraat",,"GM0307","BU03070402"
"BU03070403","Chromiumweg",,"GM0307","BU03070403"
"BU03070404","Uraniumweg",,"GM0307","BU03070404"
"WK030705  ","Wijk 05 Bosgebied",,"GM0307","WK030705"
"BU03070500","Birkhoven en Bokkeduinen",,"GM0307","BU03070500"
"BU03070501","Vlasakkers",,"GM0307","BU03070501"
"BU03070502","Zon en Schild",,"GM0307","BU03070502"
"WK030706  ","Wijk 06 De Koppel",,"GM0307","WK030706"
"BU03070600","Jericho en Jeruzalem",,"GM0307","BU03070600"
"BU03070601","Meridiaan",,"GM0307","BU03070601"
"BU03070603","Gildekwartier",,"GM0307","BU03070603"
"WK030707  ","Wijk 07 De Kruiskamp",,"GM0307","WK030707"
"BU03070700","Evertsenstraat",,"GM0307","BU03070700"
"BU03070701","Neptunusplein",,"GM0307","BU03070701"
"BU03070702","Columbusweg",,"GM0307","BU03070702"
"WK030708  ","Wijk 08 Schothorst Zuid",,"GM0307","WK030708"
"BU03070800","Vuurtoren",,"GM0307","BU03070800"
"BU03070801","De Plaatsen",,"GM0307","BU03070801"
"BU03070803","Koperhorst",,"GM0307","BU03070803"
"WK030709  ","Wijk 09 Schothorst Noord",,"GM0307","WK030709"
"BU03070900","Elly Takmastraat",,"GM0307","BU03070900"
"BU03070902","Camera Obscurastraat",,"GM0307","BU03070902"
"BU03070903","Queekhoven",,"GM0307","BU03070903"
"BU03070905","Het Gein",,"GM0307","BU03070905"
"WK030710  ","Wijk 10 Liendert",,"GM0307","WK030710"
"BU03071000","Liendertsedreef",,"GM0307","BU03071000"
"BU03071001","Vinkenbaan",,"GM0307","BU03071001"
"BU03071002","De Horsten",,"GM0307","BU03071002"
"BU03071003","Albatrosstraat",,"GM0307","BU03071003"
"BU03071004","Zwaluwenstraat",,"GM0307","BU03071004"
"WK030711  ","Wijk 11 Rustenburg",,"GM0307","WK030711"
"BU03071100","Rustenburg-Noord",,"GM0307","BU03071100"
"BU03071101","Rustenburg-Zuid",,"GM0307","BU03071101"
"WK030712  ","Wijk 12 Stoutenburg-Noord",,"GM0307","WK030712"
"BU03071201","Bloeidaal",,"GM0307","BU03071201"
"BU03071202","Stoutenburgerlaan",,"GM0307","BU03071202"
"WK030713  ","Wijk 13 Schuilenburg",,"GM0307","WK030713"
"BU03071300","Romeostraat",,"GM0307","BU03071300"
"BU03071301","Ariaweg",,"GM0307","BU03071301"
"BU03071302","Verdiweg",,"GM0307","BU03071302"
"WK030714  ","Wijk 14 Randenbroek",,"GM0307","WK030714"
"BU03071400","Willem III",,"GM0307","BU03071400"
"BU03071401","Randenbroekerweg",,"GM0307","BU03071401"
"BU03071402","Bachweg-Zuid",,"GM0307","BU03071402"
"BU03071403","Weberstraat",,"GM0307","BU03071403"
"WK030715  ","Wijk 15 Vermeerkwartier",,"GM0307","WK030715"
"BU03071500","Bekenstein en De Luiaard",,"GM0307","BU03071500"
"BU03071501","Rubensstraat",,"GM0307","BU03071501"
"BU03071502","Albert Cuypstraat",,"GM0307","BU03071502"
"BU03071503","Dorrestein",,"GM0307","BU03071503"
"WK030716  ","Wijk 16 Leusderkwartier",,"GM0307","WK030716"
"BU03071600","De Driehoek",,"GM0307","BU03071600"
"BU03071601","Voltastraat",,"GM0307","BU03071601"
"BU03071602","Bosweg",,"GM0307","BU03071602"
"BU03071603","Nimmerdor",,"GM0307","BU03071603"
"WK030717  ","Wijk 17 De Berg Zuid",,"GM0307","WK030717"
"BU03071700","Westerstraat",,"GM0307","BU03071700"
"BU03071701","Juliana van Stolberg",,"GM0307","BU03071701"
"BU03071702","Huygenslaan",,"GM0307","BU03071702"
"BU03071703","De Lichtenberg",,"GM0307","BU03071703"
"BU03071704","Verhoevenstraat",,"GM0307","BU03071704"
"BU03071705","Indische Buurt",,"GM0307","BU03071705"
"BU03071706","Curacaolaan",,"GM0307","BU03071706"
"BU03071707","Klein Zwitserland",,"GM0307","BU03071707"
"WK030718  ","Wijk 18 De Berg Noord",,"GM0307","WK030718"
"BU03071800","Regentesselaan",,"GM0307","BU03071800"
"BU03071801","Station Berkenweg",,"GM0307","BU03071801"
"BU03071802","Thorbeckeplein",,"GM0307","BU03071802"
"BU03071803","Mr. Th. Heemskerklaan",,"GM0307","BU03071803"
"BU03071804","Oranjelaan",,"GM0307","BU03071804"
"WK030719  ","Wijk 19 Hoogland",,"GM0307","WK030719"
"BU03071900","De Ham",,"GM0307","BU03071900"
"BU03071901","Langenoord",,"GM0307","BU03071901"
"BU03071902","Bieshaar-Noord",,"GM0307","BU03071902"
"BU03071903","Bieshaar-Zuid",,"GM0307","BU03071903"
"BU03071904","De Bik",,"GM0307","BU03071904"
"BU03071905","De Brinken",,"GM0307","BU03071905"
"BU03071906","De Biezen",,"GM0307","BU03071906"
"WK030720  ","Wijk 20 Zielhorst",,"GM0307","WK030720"
"BU03072000","Vlinderbuurt",,"GM0307","BU03072000"
"BU03072001","Erasmusstraat",,"GM0307","BU03072001"
"BU03072002","Muziekbuurt-Noord",,"GM0307","BU03072002"
"BU03072003","Muziekbuurt-Zuid",,"GM0307","BU03072003"
"BU03072004","Architectenbuurt-Oost",,"GM0307","BU03072004"
"BU03072005","Architectenbuurt-West",,"GM0307","BU03072005"
"BU03072006","Sportpark Zielhorst",,"GM0307","BU03072006"
"WK030721  ","Wijk 21 Kattenbroek",,"GM0307","WK030721"
"BU03072100","Stille Steeg",,"GM0307","BU03072100"
"BU03072101","Amaniet",,"GM0307","BU03072101"
"BU03072102","Woudzoom",,"GM0307","BU03072102"
"BU03072103","Gesloten Stad",,"GM0307","BU03072103"
"BU03072104","De Verwondering",,"GM0307","BU03072104"
"BU03072105","Emiclaer",,"GM0307","BU03072105"
"BU03072106","Groote Kreek",,"GM0307","BU03072106"
"BU03072107","Het Hallehuis",,"GM0307","BU03072107"
"BU03072108","De Horizon",,"GM0307","BU03072108"
"WK030722  ","Wijk 22 Calveen",,"GM0307","WK030722"
"BU03072201","Calveen",,"GM0307","BU03072201"
"WK030723  ","Wijk 23 Park Schothorst",,"GM0307","WK030723"
"BU03072300","Park Schothorst-Zuid",,"GM0307","BU03072300"
"BU03072301","Park Schothorst-Noord",,"GM0307","BU03072301"
"WK030724  ","Wijk 24 Nieuwland",,"GM0307","WK030724"
"BU03072400","Stadskwartier",,"GM0307","BU03072400"
"BU03072402","Hoge Hoven",,"GM0307","BU03072402"
"BU03072403","Centrum-Wat",,"GM0307","BU03072403"
"BU03072404","Stadstuin",,"GM0307","BU03072404"
"BU03072405","Waterkwartier",,"GM0307","BU03072405"
"BU03072407","Lage Hoven",,"GM0307","BU03072407"
"WK030725  ","Wijk 25 valleipoort",,"GM0307","WK030725"
"BU03072500","De Hoef-West",,"GM0307","BU03072500"
"BU03072501","De Hoef-Oost",,"GM0307","BU03072501"
"BU03072502","De Wieken",,"GM0307","BU03072502"
"BU03072503","Vinkenhoef",,"GM0307","BU03072503"
"BU03072504","Nijkerkerstraat",,"GM0307","BU03072504"
"BU03072505","Bedrijventerrein Vathorst-Zuid",,"GM0307","BU03072505"
"BU03072506","Podium",,"GM0307","BU03072506"
"BU03072507","Bedrijventerrein Vathorst-Noord",,"GM0307","BU03072507"
"BU03072508","De Brand",,"GM0307","BU03072508"
"WK030726  ","Wijk 26 Hooglanderveen",,"GM0307","WK030726"
"BU03072600","Dorpskern Hooglanderveen",,"GM0307","BU03072600"
"BU03072601","Lient",,"GM0307","BU03072601"
"BU03072602","Hoekveen",,"GM0307","BU03072602"
"BU03072603","Heideweg",,"GM0307","BU03072603"
"WK030727  ","Wijk 27 Buitengebied West",,"GM0307","WK030727"
"BU03072700","Coelhorst",,"GM0307","BU03072700"
"BU03072701","Zeldert",,"GM0307","BU03072701"
"BU03072709","Maatweg",,"GM0307","BU03072709"
"WK030728  ","Wijk 28 Vathorst-De Velden",,"GM0307","WK030728"
"BU03072800","Leersumseberg",,"GM0307","BU03072800"
"BU03072801","Emminkhuizerberg",,"GM0307","BU03072801"
"BU03072802","Sprengenberg",,"GM0307","BU03072802"
"BU03072803","Duisterweg",,"GM0307","BU03072803"
"BU03072804","Cycladen",,"GM0307","BU03072804"
"BU03072805","Reinier",,"GM0307","BU03072805"
"BU03072806","Smink",,"GM0307","BU03072806"
"WK030729  ","Wijk 29 Vathorst-centrum",,"GM0307","WK030729"
"BU03072900","Roevoeterstraat",,"GM0307","BU03072900"
"BU03072901","Winkelcentrum",,"GM0307","BU03072901"
"BU03072902","Damespolder",,"GM0307","BU03072902"
"WK030730  ","Wijk 30 Vathorst-De Bron",,"GM0307","WK030730"
"BU03073000","De Bron Noord",,"GM0307","BU03073000"
"BU03073001","De Bron Zuid",,"GM0307","BU03073001"
"WK030731  ","Wijk 31 Vathorst-De Laak",,"GM0307","WK030731"
"BU03073100","De Laak Oost",,"GM0307","BU03073100"
"BU03073101","Hoornplantsoen",,"GM0307","BU03073101"
"BU03073102","Muidenkade",,"GM0307","BU03073102"
"BU03073103","Hogesteeg",,"GM0307","BU03073103"
"BU03073104","Vathorst-West",,"GM0307","BU03073104"
"BU03073108","Vathorst-Noord",,"GM0307","BU03073108"
"GM0362    ","Amstelveen",,"GM0362","GM0362"
"WK036201  ","Randwijck",,"GM0362","WK036201"
"BU03620101","Randwijck West",,"GM0362","BU03620101"
"BU03620102","Randwijck Oost",,"GM0362","BU03620102"
"WK036202  ","Patrimonium",,"GM0362","WK036202"
"BU03620201","Oranjebuurt",,"GM0362","BU03620201"
"BU03620202","Patrimonium",,"GM0362","BU03620202"
"WK036203  ","Elsrijk",,"GM0362","WK036203"
"BU03620301","Elsrijk West",,"GM0362","BU03620301"
"BU03620302","Kruiskerkbuurt",,"GM0362","BU03620302"
"BU03620303","Vredeveldbuurt",,"GM0362","BU03620303"
"BU03620304","Elsrijk Oost",,"GM0362","BU03620304"
"WK036204  ","Stadshart",,"GM0362","WK036204"
"BU03620401","Stadshart",,"GM0362","BU03620401"
"WK036205  ","Uilenstede, Kronenburg",,"GM0362","WK036205"
"BU03620501","Uilenstede",,"GM0362","BU03620501"
"BU03620502","Kronenburg",,"GM0362","BU03620502"
"WK036206  ","Bankras, Kostverloren",,"GM0362","WK036206"
"BU03620601","Heldenbuurt",,"GM0362","BU03620601"
"BU03620602","Zeestratenbuurt",,"GM0362","BU03620602"
"BU03620603","Boekenbuurt",,"GM0362","BU03620603"
"BU03620604","Operabuurt",,"GM0362","BU03620604"
"WK036207  ","Buitengebied Noord",,"GM0362","WK036207"
"BU03620701","Middelpolder",,"GM0362","BU03620701"
"BU03620702","Buurt over Ouderkerk",,"GM0362","BU03620702"
"WK036208  ","Keizer Karelpark",,"GM0362","WK036208"
"BU03620801","Oude Dorp",,"GM0362","BU03620801"
"BU03620802","Kastanjebuurt",,"GM0362","BU03620802"
"BU03620803","Van der Leekbuurt",,"GM0362","BU03620803"
"BU03620804","Populierenbuurt",,"GM0362","BU03620804"
"BU03620805","Augustinuspark",,"GM0362","BU03620805"
"BU03620806","Startbaanbuurt",,"GM0362","BU03620806"
"WK036209  ","Groenelaan",,"GM0362","WK036209"
"BU03620901","Langerhuize",,"GM0362","BU03620901"
